,Company Name,Founded,Location,Sector,What it does,Founders,Investor,Amount,Stage
2477,<td>Entri</td>,<td>2017</td>,<td>Kochi</td>,<td>Edtech</td>,<td>Local language learning startup</td>,<td>Mohammed Hisamuddin</td>,<td>Good Capital</td>,"<td>$1,700,000</td>",<td>Pre series A</td>
2478,<td>Snack Amor</td>,<td>2017</td>,<td>Mumbai</td>,<td>Foodtech</td>,<td>Healthy snack startup</td>,<td>Deepak Grover</td>,<td>Dr Srinivas Chunduru</td>,<td>Undisclosed</td>,<td></td>
2479,<td>MPowered</td>,<td></td>,<td>Gurugram</td>,<td>SaaS</td>,<td>Asset Management Solutions</td>,<td>Sudeep Singh</td>,"<td>Ashok Nichani, Shelly Nichani</td>","<td>$21,000,000</td>",<td>Pre series A</td>
2480,<td>Leap Club</td>,<td>2020</td>,<td>Gurugram</td>,<td>Social e-commerce</td>,<td>Community led professional network for women</td>,"<td>Ragini Das, Anand Sinha</td>",<td>Titan Capital</td>,<td>Undisclosed</td>,<td></td>
2481,<td>Ather Energy</td>,<td>2013</td>,<td>Bangalore</td>,<td>Automobile</td>,<td>Electric scooter manufacturer</td>,"<td>Tarun Mehta, Swapnil Jain</td>",<td>Hero MotoCorp</td>,"<td>$11,241,000</td>",<td>Series C</td>
2482,<td>Gigforce</td>,<td></td>,<td>Bangalore</td>,<td>HR tech</td>,<td>Provides staffing solutions for businesses</td>,"<td>Chirag Mittal, Parag Modi, Anirudh Syal</td>",<td>Unitus Venture</td>,"<td>$804,000</td>",<td></td>
2483,<td>Vegrow</td>,<td>2020</td>,<td>Bangalore</td>,<td>Agritech</td>,<td>It is building an asset-light farm by partnering with small farms on a profit-sharing model</td>,"<td>Praneeth Kumar, Shobhit Jain, Mrudhukar Batchu, Kiran Naik</td>","<td>Matrix Partners India, Ankur Capital</td>","<td>$2,500,000</td>",<td>Seed Round</td>
2484,<td>Finn</td>,<td>2019</td>,<td>Bangalore</td>,<td>Fintech</td>,<td>Neobanking startup that digitises all banking transactions</td>,"<td>Suman Maram, Sudheer Maram</td>","<td>Unicorn India, PointOne Capital, Astir Ventures</td>",<td>Undisclosed</td>,<td>Pre series A</td>
2485,<td>Bijnis</td>,<td>2015</td>,<td></td>,<td>B2B marketplace</td>,<td>Provides a platform for manufacturers and retailers in digital transaction</td>,"<td>Siddharth Vij, Siddharth Rastogi, Shubham Agarwal, Chaitanya Rathi</td>","<td>Sequoia Capital India, Matrix Partners India, InfoEdge, Waterbridge Ventures</td>","<td>$10,000,000</td>",<td>Series A</td>
2486,<td>iNurture</td>,<td>2009</td>,<td>Bangalore</td>,<td>Edtech</td>,"<td>It provides a conducive and healthy teaching, learning environment</td>",<td>Ashwin Ajila</td>,<td>BlackSoil Capital</td>,"<td>$1,340,000</td>",<td></td>
2487,<td>StyleDotMe</td>,<td>2014</td>,<td>Gurugram</td>,<td>Fashion Tech</td>,"<td>mirrAR, helps jewellers sell jewellery with no physical inventory</td>","<td>Meghna Saraogi, Akhil Tolani</td>",<td>Survam Partners</td>,"<td>$467,000</td>",<td>Pre series A</td>
2488,<td>Ripsey</td>,<td>2018</td>,<td>Mumbai</td>,<td>Nutrition tech</td>,<td>It plans meals in consultation from fitness experts and nutritionists and prepares them in-house</td>,"<td>Silky Singh, Alkheya Boora Rpsey</td>",<td>Ah! Ventures</td>,"<td>$133,000</td>",<td></td>
2489,<td>ThriveFNC</td>,<td>2017</td>,<td>Pune</td>,<td>Health &amp; Wellness</td>,<td>Focusses on reversing chronic lifestyle disorders through functional nutrition.</td>,<td>Mugdha Pradhan</td>,<td>Rajesh Ranavat</td>,<td>Undisclosed</td>,<td>Seed Round</td>
2490,<td>Vedantu</td>,<td>2011</td>,<td>Bangalore</td>,<td>Edtech</td>,<td>Onine learning platform</td>,"<td>Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna</td>",<td>Coatue</td>,"<td>$100,000,000</td>",<td>Series D</td>
2491,<td>Magicpin</td>,<td>2015</td>,<td>Gurugram</td>,<td></td>,"<td>It is a local discovery, rewards, and commerce platform</td>","<td>Anshoo Sharma, Brij Bhushan</td>",<td>Samsung Venture Investment Corporation</td>,"<td>$7,000,000</td>",<td>Series D</td>
2492,<td>Procol</td>,<td>2018</td>,<td>Delhi</td>,<td>Agritech</td>,<td>Commodity procurement platform</td>,"<td>Gaurav Baheti, Sumit Mendiratta</td>",<td>Sequoia Surge</td>,"<td>$3,823,000</td>",<td></td>
2493,<td>Yumlane</td>,<td>2016</td>,<td>Mumbai</td>,<td>Cloud Kitchen</td>,<td>Online retailer that offers a range of on-the-go hot snacking and meals</td>,<td>Hitesh Ahuja</td>,<td>Jetty Ventures</td>,"<td>$1,000,000</td>",<td>Pre series A</td>
2494,<td>Crio</td>,<td>2018</td>,<td>Bangalore</td>,<td>Edtech</td>,<td>A learning platform for developers</td>,"<td>Rathinamurthy R, Sridher Jeyachandran</td>",<td>021 Capital</td>,"<td>$934,000</td>",<td></td>
2495,<td>Openapp</td>,<td></td>,<td>Bangalore</td>,<td>IoT</td>,<td>Security solutions startup</td>,<td>Gotama Gowda</td>,<td>Unicorn India Ventures</td>,"<td>$500,000</td>",<td></td>
2496,<td>PumPumPum</td>,<td></td>,<td>Gurugram</td>,<td>IoT/Automobile</td>,<td>Offers leased car services </td>,"<td>Tarun Lawadia, Sameer Kalra</td>",<td>LetsVenture Syndicate</td>,"<td>$293,000</td>",<td></td>
2497,<td>uFony Services Pvt ltd</td>,<td></td>,<td>Pune</td>,<td>Edtech</td>,"<td>School Diary, a platform that brings education to smartphones</td>",<td>Ashish C</td>,<td>Chennai Angels</td>,<td>Undisclosed</td>,<td></td>
2498,<td>Protinus Fashion Networking Pvt Ltd</td>,<td>2015</td>,<td>Mumbai</td>,<td>Fashion</td>,<td>Owns and operates fashion commerce and retail management platform 6Degree</td>,"<td>Nikhil Hegde, Amit Bhardwaj</td>",<td>SucSEED Ventures</td>,<td>Undisclosed</td>,<td>Pre series A</td>
2499,<td>Uable</td>,<td></td>,<td>Bangalore</td>,<td>Edtech</td>,<td>Online life skills development platform for children</td>,<td>Saurabh Saxena</td>,<td>3one4 Capital</td>,<td>Undisclosed</td>,<td>Seed Round</td>
2500,<td>Aqgromalin</td>,<td>2019</td>,<td>Chennai</td>,<td>AgriTech</td>,<td>Cultivating Ideas for Profit</td>,"<td>Prasanna Manogaran, Bharani C L</td>",<td>Angel investors</td>,"<td>$200,000</td>",<td></td>
2501,<td>Krayonnz</td>,<td>2019</td>,<td>Bangalore</td>,<td>EdTech</td>,<td>An academy-guardian-scholar centric ecosystem which provides state of the art technological solutions.</td>,"<td>Saurabh Dixit, Gurudutt Upadhyay</td>",<td>GSF Accelerator</td>,"<td>$100,000</td>",<td>Pre-seed</td>
2502,<td>PadCare Labs</td>,<td>2018</td>,<td>Pune</td>,<td>Hygiene management</td>,<td>Converting bio-hazardous waste to harmless waste</td>,<td>Ajinkya Dhariya</td>,<td>Venture Center</td>,<td>Undisclosed</td>,<td>Pre-seed</td>
2503,<td>NCOME</td>,<td>2020</td>,<td>New Delhi</td>,<td>Escrow</td>,<td>Escrow-as-a-service platform</td>,<td>Ritesh Tiwari</td>,"<td>Venture Catalysts, PointOne Capital</td>","<td>$400,000</td>",<td></td>
2504,<td>Gramophone</td>,<td>2016</td>,<td>Indore</td>,<td>AgriTech</td>,<td>Gramophone is an AgTech platform enabling access to agri inputs and powering efficient farm management.</td>,"<td>Ashish Rajan Singh, Harshit Gupta, Nishant Mahatre, Tauseef Khan</td>","<td>Siana Capital Management, Info Edge</td>","<td>$340,000</td>",<td></td>
2505,<td>qZense</td>,<td>2019</td>,<td>Bangalore</td>,<td>AgriTech</td>,<td>qZense Labs is building the next-generation IoT solution for fresh food quality assessment and management.</td>,"<td>Rubal Chib, Dr Srishti Batra</td>","<td>Venture Catalysts, 9Unicorns Accelerator Fund</td>","<td>$600,000</td>",<td>Seed</td>
2506,<td>MyClassboard</td>,<td>2008</td>,<td>Hyderabad</td>,<td>EdTech</td>,<td>MyClassboard is a full-fledged School / College Management Software.</td>,<td>Ajay Sakhamuri</td>,<td>ICICI Bank.</td>,"<td>$600,000</td>",<td>Pre-series A</td>
2507,<td>Metvy</td>,<td>2018</td>,<td>Gurgaon</td>,<td>Networking platform</td>,<td>AI driven networking platform for individuals and organisations which aims to provided a seamless end to end networking experience.</td>,<td>Shawrya Mehrotra</td>,<td>HostelFund</td>,<td>Undisclosed</td>,<td>Pre-series </td>
2508,<td>Rupeek</td>,<td>2015</td>,<td>Bangalore</td>,<td>FinTech</td>,"<td>Rupeek is an online lending platform that specializes in credit risk, gold loans, and personal loans.</td>","<td>Amar Prabhu, Ashwin Soni, Sumit Maniyar</td>","<td>KB Investment, Bertelsmann India Investments</td>","<td>$45,000,000</td>",<td>Series C</td>
2509,<td>Gig India</td>,<td>2017</td>,<td>Pune</td>,<td>Crowdsourcing</td>,<td>GigIndia is a marketplace that provides on-demand work completion for companies through a gig workforce of jobseekers.</td>,"<td>Aditya Shirole, Sahil Sharma</td>","<td>Shantanu Deshpande, Subramaniam Ramadorai</td>","<td>$1,000,000</td>",<td>Pre-series A</td>
2510,<td>Slurrp Farm</td>,<td>2016</td>,<td>Gurgaon</td>,<td>Food &amp; Bevarages</td>,<td>Slurrp Farm is a children health food brand.</td>,<td>Meghana Narayan</td>,<td>Fireside Ventures</td>,"<td>$2,000,000</td>",<td>Series A</td>
2511,<td>Medfin</td>,<td>2017</td>,<td>Bangalore</td>,<td>HealthTech</td>,<td>Medfin is a Discovery platform for medical procedures and financing.</td>,"<td>Arjun Kumar, Arun Kumar, Sidharth Gurjar</td>","<td>Axilor Ventures, S.D. Shibulal</td>",<td>Undisclosed</td>,<td>Series A</td>
2512,<td>MasterG</td>,<td>2015</td>,<td>New Delhi</td>,<td>Fashion startup</td>,<td>MasterG is a design and skill development organisation.</td>,<td>Gayatri Jolly</td>,<td>Acumen Fund's angel programme</td>,<td>Undisclosed</td>,<td></td>
2513,<td>Brila 91</td>,<td>2014</td>,<td>New Delhi</td>,<td>Food &amp; Bevarages</td>,<td>Bira 91 is a craft beer company.</td>,<td>Ankur Jain</td>,"<td>Sequoia Capital India, Sixth Sense Ventures</td>","<td>$1,200,000</td>",<td></td>
2514,<td>FoodyBuddy</td>,<td>2015</td>,<td>Belgaum</td>,<td>Food Industry</td>,<td>FoodyBuddy is a online food delivery portal</td>,"<td>Akil Sethuraman, Anup Gopinath, Rachna Rao</td>",<td>Rebel Foods </td>,"<td>$600,000</td>",<td></td>
2515,<td>Zomato</td>,<td>2008</td>,<td>Gurgaon</td>,<td>Food Delivery</td>,<td>Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants</td>,"<td>Deepinder Goyal, Gaurav Gupta, Pankaj Chaddah</td>","<td>Kora, Tiger Global Management</td>","<td>$660,000,000</td>",<td></td>
2516,<td>OurEye.ai</td>,<td>2020</td>,<td>Bangalore</td>,<td>Virtual auditing startup</td>,"<td>Video intelligence solution for Enterprise Standard Operating Procedures Monitoring and Quality Control, leveraging CCTV infrastructure.</td>","<td>Miran Junaidi, Saurabh Ghanekar, Sourav Sanyal</td>","<td>100X VC, Amara Ventures</td>","<td>$120,000</td>",<td></td>
2517,<td>Shiprocket</td>,<td>2017</td>,<td>New Delhi</td>,<td>E-commerce </td>,<td>Shiprocket helps online retailers simplify their shipping by providing a delightful post purchase experience to their consumers.</td>,"<td>Gautam Kapoor, Saahil Goel, Vishesh Khurana</td>","<td>Bertelsmann India Investments, InnoVen Capital</td>","<td>$7,500,000</td>",<td>Series C</td>
2518,<td>Pine Labs</td>,<td>1998</td>,<td>Noida</td>,<td>FinTech</td>,<td>A merchant platform company that provides financing and last-mile retail transaction technology to merchants.</td>,<td>Amrish Rau</td>,"<td>Mastercard, Temasek Holdings</td>",<td>Undisclosed</td>,<td></td>
2519,<td>Moneyboxx Finance</td>,<td>2019</td>,<td>New Delhi</td>,<td>FinTech</td>,<td>MONEYBOXX FINANCE LTD is committed to providing easy access to financing to the deserving micro enterprises in the tier 2 and tier 3 cities of India</td>,<td>Prashant Agarwal</td>,"<td>BlackSoil, Caspian</td>","<td>$1,000,000</td>",<td></td>
2520,<td>EWar</td>,<td>2019</td>,<td>Bangalore</td>,<td>Gaming</td>,<td>EWar Games is a e-sports and real-time gaming start-up.</td>,"<td>Parth Chadha, Rahul Singh</td>","<td>Jindal Steels, Jeet Banerjee</td>",<td>Undisclosed</td>,<td>Pre-series A</td>
2521,<td>SucSEED Indovation</td>,<td>2016</td>,<td>Hyderabad</td>,<td>FinTech</td>,"<td>SucSEED INDOVATION FACILITATES ACCESS TO CAPITAL FOR DEEP TECH STARTUPS TO INNOVATE, SCALE &amp; GROW</td>",<td>Vikrant Varshney </td>,<td></td>,"<td>$5,000,000</td>",<td></td>
2522,<td>TaxBuddy.com</td>,<td>2019</td>,<td>Mumbai</td>,<td>FinTech</td>,<td>TaxBuddy for any tax related issues.</td>,<td>Sujit Bangar</td>,<td>Zenith Global</td>,"<td>$1,000,000</td>",<td></td>
2523,<td>Awign Enterprises</td>,<td>2016</td>,<td>Bangalore</td>,<td>Work fulfillment</td>,<td>Operations and manpower outsourcing startup</td>,"<td>Annanya Sarthak, Gurpreet Singh, Praveen Sah</td>","<td>Unitus Ventures, Work10M</td>","<td>$500,000</td>",<td></td>
2524,<td>Circle of Angels</td>,<td>2018</td>,<td>Gurgaon</td>,<td>FinTech</td>,<td>Circles of Angels aims to solve this issue through the creation of a funding network that makes impact funding accessible to everyone.</td>,<td>Karanpal Singh</td>,<td></td>,"<td>$3,000,000</td>",<td></td>
2525,<td>CoinDCX</td>,<td>2017</td>,<td>Mumbai</td>,<td>FinTech</td>,<td>CoinDCX is a company that specializes in crypto-enabled financial services.</td>,"<td>Neeraj Khandelwal, Sumit Gupta</td>","<td>Coinbase Ventures, Polychain</td>","<td>$10,000,000</td>",<td>Series B</td>
2526,<td>Glance</td>,<td>2016</td>,<td>Bangalore</td>,<td>AI startup</td>,<td>Glance is a screen zero platform that consumers use across connected devices to experience the Internet.</td>,<td>Naveen Tewari</td>,<td>Mithril Capital Management.</td>,"<td>$145,000,000</td>",<td></td>
2527,<td>VerSe Innovation</td>,<td>2007</td>,<td>Bangalore</td>,<td>Telecommunication</td>,<td>Owner of Dailyhunt App and I-Pay</td>,<td>Virendra Gupta</td>,<td>Google</td>,"<td>$100,000,000</td>",<td></td>
2528,<td>Voosh</td>,<td>2020</td>,<td>Bangalore</td>,<td>Food Industry</td>,<td>Building India's largest digital food service brand</td>,<td>Priyam Saraswat</td>,<td>Better Capital</td>,<td>Undisclosed</td>,<td>Pre-seed</td>
2529,<td>Delhivery</td>,<td>2011</td>,<td>Gurgaon</td>,<td>E-commerce </td>,<td>Delhivery is a supply chain services company that provides products and services to build trust and improve the lives of consumers.</td>,"<td>Kapil Bharati, Mohit Tandon, Sahil Barua, Suraj Saharan</td>","<td>Steadview Capital, Canada Pension Plan Investment Board</td>",<td></td>,<td></td>
2530,<td>Arya</td>,<td>1982</td>,<td>Noida</td>,<td>AgriTech</td>,"<td>""Simplifying Agribusiness"" Throughout Agri-Supply chain, FPO Market Linkages, Market Research, Implementation</td>","<td>Chattanathan Devarajan, Prasanna Rao, Anand Chandra</td>",<td>Quona Capital</td>,"<td>$21,000,000</td>",<td>Series B</td>
2531,<td>Pickrr</td>,<td>2015</td>,<td>New Delhi</td>,<td>Logistics</td>,<td>Pickrr is an on-demand first mile logistics company</td>,"<td>Ankit Kaushik, Gaurav Mangla, Rhitiman Majumder</td>",<td>Swastika</td>,"<td>$4,000,000</td>",<td></td>
2532,<td>PhonePe</td>,<td>2015</td>,<td>Andheri</td>,<td>FinTech</td>,<td>PhonePe is a mobile payment application that enables users to transfer money instantly.</td>,"<td>Burzin Engineer, Rahul Chari, Sameer Nigam</td>","<td>Flipkart, Walmart</td>","<td>$20,000,000</td>",<td></td>
2533,<td>Countingwell</td>,<td>2018</td>,<td>Bangalore</td>,<td>EdTech</td>,"<td>An interactive Maths app, Countingwell breaks Maths concepts into short, simple modules that get kids learning with the least amount of screen time.</td>",<td>Nirmal Shah</td>,"<td>Delhi Private School, UAE, Interstar</td>","<td>$1,000,000</td>",<td>Pre-series A</td>
2534,<td>Callify.ai </td>,<td>2016</td>,<td>Mumbai</td>,<td>Tech Startup</td>,<td>Callify.ai is a Voice-Based Candidate Screening &amp; Engagement platform for Talent Acquisition teams.</td>,"<td>Chetan Indap, Sunny Sharma, Deepanti Kavi</td>",<td>Malpani Ventures</td>,"<td>$560,000</td>",<td>Seed</td>
2535,<td>Hudle</td>,<td>2016</td>,<td>New Delhi</td>,<td>Sports </td>,<td>Hudle is a sports &amp; fitness discovery &amp; booking platform with 300+ sports venues and sports events/tournaments available for booking.</td>,<td>Suhail Narain</td>,<td>Survam Partners</td>,<td>Undisclosed</td>,<td>Pre-series A</td>
2536,<td>Cover it Up</td>,<td>2013</td>,<td>Chennai</td>,<td>E-commerce </td>,<td>Online portal that churns out high quality products</td>,<td>Ronak Sarda</td>,<td>Angel investors</td>,"<td>$400,000</td>",<td>Seed</td>
2537,<td>BiteSpeed</td>,<td>2019</td>,<td>Gurgaon</td>,<td>E-commerce </td>,<td>Chat-based commerce for E-commerce brands</td>,"<td>Vinayak, Kshitij Abhishek, Apoorv Sadana</td>",<td>Whiteboard Capital</td>,"<td>$275,000</td>",<td>Seed</td>
2538,<td>WakeFit</td>,<td>2016</td>,<td>Bangalore</td>,<td>Retail</td>,<td>Wakefitkart is a mattress manufacturing company</td>,"<td>Ankit Garg, Chaitanya Ramalingegowda</td>",<td>Sequoia Capital.</td>,"<td>$20,000,000</td>",<td>Series B</td>
2539,<td>Sreyas Holistic Remedies</td>,<td>2008</td>,<td>Hyderabad</td>,<td>Medtech</td>,<td>Sreyas Holistic Remedies operates a chain of dermatologist clinics under the brand name of Oliva</td>,<td>Dr Prashant Soma</td>,<td>Blacksoil</td>,"<td>$1,000,000</td>",<td></td>
2540,<td>Fleeca India</td>,<td>2016</td>,<td>Jaipur</td>,<td>Tyre management</td>,<td>FLEECA is a Tyre Care Provider company.</td>,<td>Tikam Jain</td>,<td>Bridgestone India</td>,<td>Undisclosed</td>,<td></td>
2541,<td>M1xchange</td>,<td>2017</td>,<td>Gurgaon</td>,<td>FinTech</td>,<td>M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.</td>,<td>Sundeep Mohindru</td>,"<td>BEENEXT, Mayfield Fund</td>","<td>$4,500,000</td>",<td></td>
2542,<td>Exotel</td>,<td>2011</td>,<td>Bangalore</td>,<td>Cloud company</td>,<td>Exotel provides cloud telephony services such as virtual phone numbers and telephony applications for small and medium enterprises in India.</td>,<td>Shivakumar Ganesan</td>,"<td>A91 Partners, Artha India Ventures</td>","<td>$5,000,000</td>",<td></td>
2543,<td>PagarBook</td>,<td>2019</td>,<td>Bangalore</td>,<td>Software company</td>,"<td>Staff's Salary, Work &amp; Attendance Management Application</td>","<td>Adarsh Kumar, Rupesh Mishra</td>","<td>Sequoia Capital, India Quotient</td>","<td>$15,000,000</td>",<td>Series A</td>
2544,<td>PointOne Capital</td>,<td>2020</td>,<td>Bangalore</td>,<td>Venture capitalist</td>,<td>Pre-seed/Seed focussed VC investor</td>,<td>Mihir Jha</td>,<td></td>,<td></td>,<td></td>
2545,<td>Ayana</td>,<td>2017</td>,<td>Bangalore</td>,<td>Renewable player</td>,<td>Ayana Renewable Power is an Indian renewable energy platform</td>,<td>Shivanand N</td>,"<td>NIIF Ltd, CDC Group</td>","<td>$390,000,000</td>",<td></td>
2546,<td>Fisdom</td>,<td>2015</td>,<td>Bangalore</td>,<td>FinTech</td>,<td>Fisdom is a fintech company that offers investment advisory services through an application.</td>,"<td>Anand Dalmia, Ramganesh Iyer, Subramanya S.V., Subramanya Venkat</td>","<td>PayU Finance India, Quona Capital</td>","<td>$7,000,000</td>",<td></td>
2547,<td>Tinker Coders</td>,<td>2020</td>,<td>Noida</td>,<td>EdTech</td>,<td>Tinker Coder is a LIVE Online Platform through which kids will learn the art of coding</td>,<td>Anoop Gautam</td>,<td>STEMROBO Technologies</td>,<td>Undisclosed</td>,<td>Seed</td>
2548,<td>Infinite Uptime</td>,<td>2015</td>,<td>Pune</td>,<td>IoT startup</td>,<td>The industrial Internet platform that harnesses the power of big data &amp; predictive analytics for data-driven decision making.</td>,<td>Raunak Bhinge</td>,"<td>Infrastructure Leasing &amp; Financial Services Limited, Dorm Room Fund</td>","<td>$5,100,000</td>",<td>Series B</td>
2549,<td>HappyLocate</td>,<td>2016</td>,<td>Bangalore</td>,<td>SaaS startup</td>,"<td>HappyLocate is India's first One Stop Relocation Platform, transforming the way Employee Relocations are managed</td>","<td>Ajay Tiwari, Sainadh Duvvuru</td>",<td>The CoWrks Foundry</td>,"<td>$500,000</td>",<td>Pre-series A</td>
2550,<td>PhonePe</td>,<td>2015</td>,<td>New Delhi</td>,<td>FinTech</td>,<td>PhonePe is a mobile payments application that allows the user to transfer money instantly.</td>,"<td>Burzin Engineer, Rahul Chari, Sameer Nigam</td>",<td>Flipkart</td>,"<td>$700,000,000</td>",<td></td>
2551,<td>Loop Health</td>,<td>2017</td>,<td>Pune</td>,<td>HealthTech</td>,<td>Loop Health is bringing ease and choice to patients seeking major medical treatments.</td>,"<td>Mayank Kale, Ryan Singh</td>","<td>Y Combinator, Sierra Ventures</td>","<td>$2,300,000</td>",<td>Seed</td>
2552,<td>NeoDocs</td>,<td>2020</td>,<td>Mumbai</td>,<td>HealthTech</td>,<td>Neodocs analyses medical reports and provides personalised health recommendations remotely.</td>,"<td>Anurag Meena, Nikunj Malpani, Pratik Lodha</td>",<td>9Unicorns Accelerator Fund</td>,<td>Undisclosed</td>,<td>Pre-seed</td>
2553,<td>The ePlane</td>,<td>2016</td>,<td>Chennai</td>,<td>Aero company</td>,<td>Transforming the mobility landscape using aerial transport.</td>,"<td>Satya Chakravarthy, Pranjal Mehta</td>",<td>Speciale Invest</td>,<td>Undisclosed</td>,<td>Seed</td>
2554,<td>TagMango</td>,<td>2019</td>,<td>Mumbai</td>,<td>Marketing company</td>,"<td>TagMango is a marketing and advertising app that helps influencer, and brands to partner with individuals.</td>","<td>Divyanshu Damani, Mohammad Hasan</td>","<td>XRM Media, Kevin Lin</td>","<td>$700,000</td>",<td>Seed</td>
2555,<td>The New Shop</td>,<td>2019</td>,<td>New Delhi</td>,<td>Retail startup</td>,<td>The New Shop is a chain of high speed retail stores</td>,"<td>Charak Almast, Aastha Almast, Mani Dev Gyawali</td>",<td>Huddle Accelerator</td>,"<td>$500,000</td>",<td>Seed</td>
2556,<td>MobiKwik</td>,<td>2009</td>,<td>Gurgaon</td>,<td>FinTech</td>,"<td>MobiKwik is India’s leading fintech platform, operating businesses in consumer payments, payment gateway, and financial services.</td>","<td>Bipin Singh, Upasana Taku</td>","<td>Hindustan Media Venture, Nicolas Jarrosson</td>","<td>$7,000,000</td>",<td></td>
2557,<td>DebugsBunny</td>,<td>2020</td>,<td>Pune</td>,<td>EdTech</td>,<td>DebugsBunny is the best Kids Coding Platform where kids are taught to code online by our expert teachers.</td>,<td>Sumit Sanjay Singare </td>,<td>India Angel Fund</td>,"<td>$100,000</td>",<td></td>
2558,<td>BHIVE Investech</td>,<td>2014</td>,<td>Bangalore</td>,<td>Co-working Startup</td>,<td>BHIVE is Bangalore's (India) largest Coworking space that allows entrepreneurs to take their ideas to the next level.</td>,"<td>Monnappa Bayavanda, Prashant Reddy, Ravindra M.K, Ravindra M.K., Shesh Paplikar, Shesh Paplikar, Sridhar Venkataraman</td>",<td>Blume Ventures</td>,"<td>$1,000,000</td>",<td>Seed</td>
2559,<td>Rivigo</td>,<td>2014</td>,<td>Gurgaon</td>,<td>Logistics</td>,<td>Rivigo is a technology-enabled logistics platform provider that offers transport services.</td>,"<td>Deepak Garg, Gazal Kalra</td>","<td>Elevation Capital, Trifecta Capital Advisors</td>","<td>$19,000,000</td>",<td></td>
2560,<td>ZipLoan</td>,<td>2015</td>,<td>New Delhi</td>,<td>Finance company</td>,<td>ZipLoan is a online lending platform</td>,"<td>KSHITIJ Puri, Shalabh Singhal</td>","<td>Stride Ventures, Matrix Partners India</td>","<td>$3,000,000</td>",<td></td>
2561,<td>Swipez</td>,<td>2014</td>,<td>Pune</td>,<td>FinTech</td>,<td>Swipez is a payment collection platform.</td>,<td>Vivek Iyer</td>,"<td>9Unicorns, Anicut</td>",<td>Undisclosed</td>,<td></td>
2562,<td>Humus</td>,<td>2019</td>,<td>Bangalore</td>,<td>AgriTech</td>,<td>Farmgate to Retail outlet Agri-Fresh produce supply chain</td>,"<td>Manjunatha T N, Shilpa Gopalaiah</td>","<td>Venture Catalysts, 9Unicorns, We Founders Circle.</td>",<td>Undisclosed</td>,<td></td>
2563,<td>Artivatic.ai</td>,<td>2017</td>,<td>Bangalore</td>,<td>Tech company</td>,"<td>Artivatic's patent pending technology solves complex problems in Insurance for On-boarding, Fraud, Risk Profiling, Underwriting &amp; claims.</td>",<td>Layak Singh</td>,"<td>SenseAI Ventures, Saurabh Chugh</td>",<td>Undisclosed</td>,<td></td>
2564,<td>Prescinto</td>,<td>2016</td>,<td>Ahmedabad</td>,<td>Solar Monitoring Company</td>,<td>Prescinto provides solutions for solar monitoring and analytics solutions.</td>,"<td>Puneet Singh Jaggi, Sanjay Bhasin, Ram Menon</td>","<td>Startup incubator, Accelerator Venture Catalysts</td>",<td>Undisclosed</td>,<td>Seed</td>
2565,<td>Toppeq</td>,<td>2019</td>,<td>Mumbai</td>,<td>SaaS startup</td>,<td>SaaS-based equity management platform</td>,<td>Nandini Sankar</td>,<td></td>,<td>Undisclosed</td>,<td>Seed</td>
2566,<td>Bolo Indya</td>,<td>2019</td>,<td>Gurgaon</td>,<td>Video sharing platform</td>,"<td>Bolo Indya is a short video &amp; commerce platform. It allows users to create, watch and share videos &amp; discover and avail services.</td>","<td>Tanmai Paul, Varun Saxena</td>","<td>India Accelerator, Sunil Kamath</td>","<td>$400,000</td>",<td></td>
2567,<td>Bombay Play</td>,<td>2017</td>,<td>Bangalore</td>,<td>Gaming startup</td>,<td>Bombay Play is a Card and Toy Company Making games for India.</td>,"<td>Abhas Saroha, Oliver Jones, Oliver Jones</td>","<td>Ramakant Sharma, Leo Capital India</td>","<td>$1,000,000</td>",<td>Seed</td>
2568,<td>FreshToHome</td>,<td>2015</td>,<td>Bangalore</td>,<td>E-commerce </td>,<td>Freshtohome is an e-commerce platform for fresh and chemical-free seafood.</td>,<td>Shan Kadavil</td>,<td>Investment Corporation of Dubai (ICD)</td>,<td>Undisclosed</td>,<td></td>
2569,<td>KIKO TV</td>,<td>2020</td>,<td>Mumbai</td>,<td>Video streaming platform</td>,<td>KIKO TV is an AI-based short live video e-commerce platform.</td>,"<td>Shivam Varshney, Alok Chawla</td>","<td>9Point8 Capital, Sunil Kumar Singhvi</td>",<td>Undisclosed</td>,<td>Seed</td>
2570,<td>Atomberg Technologies</td>,<td>2012</td>,<td>Mumbai</td>,<td>Consumer appliances</td>,"<td>Atomberg Technology aspires to be the ""Tesla"" of the world of household appliances</td>","<td>Manoj Meena, Sibabrata Das</td>","<td>Sandeep Tandon, Survam Partners</td>","<td>$9,000,000</td>",<td>Series B</td>
2571,<td>DealShare</td>,<td>2018</td>,<td>Jaipur</td>,<td>E-commerce </td>,<td>DealShare is a Social Commerce Startup</td>,"<td>Sankar Bora, Sourjyendu Medda, Vineet Rao</td>","<td>Falcon Edge Capital, Omidyar Network</td>","<td>$21,000,000</td>",<td>Series C</td>
